smiles,molecular_weight,#ro5_violations,alogp,standard_value,mol,MACCS_fp,morgan_fp
CC(=O)NC1=NN(C(C)=O)C(c2cn(-c3ccccc3)nc2-c2ccc([N+](=O)[O-])cc2)S1,450.48,0.0,3.45,20000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5890>
Cc1ccc(-c2cc(C(=O)NCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,485.57,0.0,2.29,83920.89828398175,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5900>
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,282.34,0.0,2.39,83920.85545423321,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F25F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5970>
C/C=C/C(=O)N(CC)c1ccccc1C,203.28,0.0,2.92,83920.83879861614,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E59E0>
CC(C)(CO)C(O)C(=O)NCCCO,205.25,0.0,-1.14,83920.83916502747,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F26D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5A50>
CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Br)cc1)C(=O)CC2,412.33,0.0,4.1,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5AC0>
CS(=O)(=O)c1ccc(-n2cc(CO)nc2-c2cccnc2)cc1,329.38,0.0,1.83,934000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F27B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5B30>
C=C1C(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)C1(C)C,324.44,0.0,4.6,2.2,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5BA0>
CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1Br.[Na+],347.18,0.0,3.55,65000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953E9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5C10>
CS(=O)(=O)Nc1cc2c(cc1OC1CCOCC1)C(=O)CC2,325.39,0.0,1.74,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5C80>
CS(=O)(=O)c1ccc(-n2nc(CNC(=O)NC3CCCCCC3)cc2-c2ccccc2)cc1,466.61,0.0,4.46,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5CF0>
CS(=O)(=O)c1ccc(-n2nc(CNC(=O)Nc3ccccc3)cc2-c2ccccc2)cc1,446.53,0.0,4.26,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F29E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5D60>
CC(=O)c1ccc(Nc2cccc(C(=O)O)c2)c(C(=O)O)c1,299.28,0.0,3.03,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5DD0>
Cc1cc(=O)c(Oc2ccc(Cl)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,404.87,0.0,4.77,190.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5E40>
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1,448.57,0.0,4.51,370.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5EB0>
CC(C)(C)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)s2)cc1,465.62,1.0,6.98,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953ECF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5F20>
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2cc(F)ccc2F)cc1,461.94,1.0,6.48,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953ED60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E5F90>
CS(=O)(=O)c1ccc(C2=C(c3ccc(CO)cc3)C(=O)OC2)cc1,344.39,0.0,2.05,4200.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6040>
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,482.49,1.0,0.51,700000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E60B0>
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,586.64,2.0,2.32,350000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6120>
CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,563.6,2.0,1.54,500000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6190>
Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(Cl)cc1,327.77,0.0,3.92,39000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953EF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6200>
CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccccc1.[Na+],344.39,0.0,4.45,70000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6270>
CC(C(=O)[O-])c1ccc(C[C@H]2CCC[C@@H]2O)cc1-c1ccc(O)cc1.[Na+],362.4,0.0,3.95,20000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F0B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E62E0>
O=[N+]([O-])c1ccccc1Oc1ccc(OCCN2CCCC2)cc1,328.37,0.0,3.86,7700.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F2F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6350>
CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@@H](CC)CCCC,390.56,1.0,6.43,83920.87831649928,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E63C0>
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,321.16,0.0,3.1,83920.86364412008,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F70B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6430>
COc1c2occc2cc2ccc(=O)oc12,216.19,0.0,2.55,83920.84151496866,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E64A0>
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,408.92,0.0,2.17,83920.88212846711,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F2E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6510>
CCN(CC)N=O,102.14,0.0,1.01,83920.8174603053,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6580>
CCc1cc(OC(F)(F)F)cc2c1O[C@H](C(F)(F)F)C(C(=O)O)=C2,356.22,0.0,3.94,60.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F3C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E65F0>
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,433.5,0.0,2.52,83920.88731293377,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F72E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6660>
CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.41,0.0,4.17,83920.85443661141,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F4A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E66D0>
O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,258.23,0.0,0.09,83920.85034539635,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F73C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6740>
CS(=O)(=O)c1ccc(-c2nc(Nc3ccccc3)cc(C(F)(F)F)n2)cc1,393.39,0.0,4.31,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E67B0>
COc1cc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc(OC)c1O,336.37,0.0,1.81,2710.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F74A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F5F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6820>
COc1cc(/C=N/c2ccc(S(N)(=O)=O)cc2)ccc1O,306.34,0.0,1.8,2950.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6890>
Cc1ccccc1Sc1cc2c(cc1NS(C)(=O)=O)CCC2=O,347.46,0.0,3.65,100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6900>
Cc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)nc1,348.45,0.0,3.04,640.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F75F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6970>
CC(=O)Oc1cc2oc(-c3cccc(F)c3)cc2cc1-c1c[se]nn1,401.26,0.3794329103358751,3.871109124032383,50.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E69E0>
COc1ccc(-c2cc3cc(-c4c[se]nn4)c(OC(C)=O)cc3o2)cc1,413.29,0.4207820017817778,3.950983564649196,50.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F76D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6A50>
CS(=O)(=O)c1ccc(-c2sc(CC#N)nc2-c2ccc(F)cc2)cc1,372.45,0.0,4.09,350.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6AC0>
CCC(C)C(=O)[C@H]1C(=O)[C@@]2(CC=C(C)C)C[C@H](C[C@H]3[C@@H](C[C@H](C(C)(C)O)C3(C)C)C2=O)C1(C)C,472.71,1.0,6.2,8320.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F77B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6B30>
NS(=O)(=O)c1ccc(N2C(=O)/C(=C/c3ccc(OC(=O)c4ccccc4)cc3)N=C2c2ccccc2)cc1,523.57,1.0,4.39,90.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6BA0>
COc1ccccc1/C=C/C1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)CC1,385.45,0.0,2.54,43.8,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953F9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6C10>
CCCCNc1cc(C(=O)N/N=c2\scc(-c3ccc(C)cc3)n2-c2ccccc2)cc(S(N)(=O)=O)c1Oc1ccccc1,627.79,2.0,6.41,1520.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6C80>
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,383.88,0.0,2.59,45500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6CF0>
COc1cccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)c1,374.47,1.0,6.35,5000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F79E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6D60>
O=C(O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,298.34,0.0,4.92,30000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6DD0>
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,305.34,0.0,2.64,83920.86030451191,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6E40>
Cc1cccc(C2C3CCc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)c1,417.53,0.0,4.17,2480.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6EB0>
Cc1ccc(C2C3CCc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)cc1,417.53,0.0,4.17,2160.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FCF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6F20>
COc1cccc(C2C3CCc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)c1,433.53,0.0,3.87,1120.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FD60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E6F90>
CC(C)c1c(CN(C)CCc2ccccn2)n(C)n(-c2ccccc2)c1=O,364.49,0.0,3.37,83920.87277920924,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7040>
CCc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,344.39,0.0,2.31,1559.55,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E70B0>
CC(C)c1c(COC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)n(C)n(-c2ccccc2)c1=O,524.45,2.0,6.64,9900.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7120>
CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,334.72,0.0,4.43,5150.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7190>
C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)C(C)C,516.63,1.0,2.65,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E953FF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7200>
CCOc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,389.5,0.0,3.62,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7270>
CS(=O)(=O)c1ccc(-c2nccc(NCc3cccs3)n2)cc1,345.45,0.0,3.22,9.2,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95400B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E72E0>
COCOc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,467.47,0.0,4.16,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F7F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7350>
Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,381.38,0.0,3.51,30.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E73C0>
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cccc(F)c2CS3)cc1,429.42,0.0,3.95,20.89,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F40B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7430>
Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,341.83,0.0,2.37,83920.86799157699,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E74A0>
COc1ccc(OC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,463.92,1.0,5.46,40.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95402E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7510>
COc1ccc2c(c1)c(CC(=O)Nc1ccc(C(N)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,475.93,0.0,4.58,140.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7580>
COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccn(C(F)F)c(=O)c1,376.36,0.0,3.19,31000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95403C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E75F0>
O=C(O)C1=Cc2c(cc(Cl)c(Cl)c2Cl)OC1C(F)(F)F,347.5,0.0,4.44,6.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F42E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7660>
CC(=O)Oc1cccc(C2=C(c3ccc(S(C)(=O)=O)cc3)COC2=O)c1,372.4,0.0,2.48,1.68,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95404A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E76D0>
CC(=O)Oc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)C(=O)OC2=O)cc1,386.38,0.0,2.01,16630.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F43C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7740>
CSc1ccc(C2=C(c3ccccc3)C(=O)NC2=O)cc1,295.36,0.0,2.98,16340.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E77B0>
N#Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1,417.45,0.0,3.38,83920.88394070858,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F44A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95405F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7820>
Cc1onc(-c2ccc(Br)o2)c1-c1ccccc1,304.14,0.0,4.67,34000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9707F4510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9540660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95E7890>
