smiles,molecular_weight,#ro5_violations,alogp,standard_value,mol,MACCS_fp,morgan_fp
CS(=O)(=O)c1ccc(-c2nc(O)cc(NCc3cccs3)n2)cc1,361.45,0.0,2.93,79.4,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA0B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5430>
CC(C)(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,401.56,0.0,4.52,31.1,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A54A0>
CS(=O)(=O)c1ccc(-c2nc(NCc3ccco3)cc(C(F)(F)F)n2)cc1,397.38,0.0,3.77,140.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE2E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5510>
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2Cl)cc1,439.92,0.0,3.96,2280.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5580>
O=C(O)Cc1cccn1-c1ccccc1F,219.21,0.0,2.24,6200.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE3C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A55F0>
CCCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,320.69,0.0,4.08,140.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA2E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5660>
CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,348.75,0.0,4.72,1130.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE4A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A56D0>
CCC(CC)COc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,378.77,0.0,4.95,46.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA3C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5740>
CCC(CC)COc1c(Cl)cc2c(c1Cl)OC(C(F)(F)F)C(C(=O)O)=C2,413.22,1.0,5.6,21.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A57B0>
NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,366.42,0.0,4.29,5.15,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA4A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE5F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5820>
CN(c1ccccc1)c1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,433.51,1.0,5.12,85.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5890>
CS(=O)(=O)c1ccc(-c2cnc(C(O)c3ccccc3)nc2-c2ccc(F)cc2)cc1,434.49,0.0,4.43,57.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5900>
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)cc2)cc1,657.74,2.0,5.34,1100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA5F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5970>
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccnc(Cl)c2)cc1,401.8,0.0,4.01,190.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A59E0>
C/C(=C\c1ccc(C(F)(F)F)cc1)c1ccc(O)cc1,278.27,0.0,4.97,470.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5A50>
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(N)n2)cc1,317.29,0.0,2.15,272.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5AC0>
COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,420.32,0.0,4.78,6800.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5B30>
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,379.49,0.0,4.09,2900.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5BA0>
COc1cc(OC)c(O)c([C@@H]2Cc3ccccc3O2)c1,272.3,0.0,3.09,83920.85334670033,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FE9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5C10>
O=C(Nc1ccccc1)Nc1nnc(-c2ccccc2)o1,280.29,0.0,3.38,63.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5C80>
O=C(O)/C=C/c1ccc2c(c1)O[C@H](c1cc(O)cc(O)c1)[C@H](C(=O)O)O2,358.3,0.0,2.16,7500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5CF0>
CS(=O)(=O)c1ccc(-c2noc(N)c2-c2ccc(F)cc2)cc1,332.36,0.0,3.13,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FA9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5D60>
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,1.0,4.21,83920.90798045034,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5DD0>
Nc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,280.25,0.0,3.54,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5E40>
Nc1ccccc1NC(=O)c1cccc(C(F)(F)F)c1,280.25,0.0,3.54,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5EB0>
CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,394.52,0.0,3.28,44500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FABA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FECF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5F20>
COc1ccc(-c2noc(CC(=O)OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,501.49,2.0,0.91,3100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FED60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A5F90>
COc1ccc2c(c1)c(CC(=O)Oc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,434.88,0.0,4.84,50.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6040>
CN1CC(c2ccccc2)=C(c2ccc(F)cc2)O1,255.29,0.0,3.57,4960.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FACF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A60B0>
COc1ccc2c(c1)c(CC(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,521.87,2.0,3.17,600.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAD60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6120>
Cn1c(Br)cc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,408.29,0.0,4.66,35500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FADD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6190>
CN(CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)CC1CC1,329.48,0.0,4.18,2500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FEF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6200>
Cc1ccc(F)cc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,398.38,0.0,4.41,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6270>
CC1(O)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,362.38,0.0,2.41,380.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF0B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A62E0>
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,459.45,0.0,3.96,8.999,<rdkit.Chem.rdchem.Mol object at 0x000001C9709FAF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6350>
CCS(=O)(=O)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,424.93,0.0,3.39,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A63C0>
c1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1,288.39,0.0,4.81,170.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F30B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6430>
NS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,350.35,0.0,2.52,1819.7,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A64A0>
CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3F)c(C#N)[nH]c2c1,364.4,0.0,3.87,940.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF2E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6510>
Cc1cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,381.28,0.0,4.56,11.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6580>
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,372.44,1.0,5.32,22.91,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF3C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A65F0>
CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)cc(Cl)c3)C(=O)CC2)cc1,381.28,0.0,4.67,14.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F32E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6660>
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,446.25,0.0,4.12,950.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF4A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A66D0>
CS(=O)(=O)c1ccc(-c2sc(CCc3ccccc3)nc2-c2ccc(F)cc2)cc1,437.56,1.0,5.8,32.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F33C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6740>
Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)n1,382.37,0.0,2.91,416.87,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A67B0>
COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3C)c(=O)c3c(C)noc23)cc1,398.45,0.0,2.13,2100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F34A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF5F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6820>
Cc1noc2c(Cc3ccccc3)nn(Cc3n[nH]c(=S)n3C)c(=O)c12,368.42,0.0,2.12,5500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6890>
COc1cc(C)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,288.22,0.0,2.79,3330.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6900>
CCc1cc(C)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,286.25,0.0,3.35,270.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F35F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6970>
Cc1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,342.19,0.0,3.68,16.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A69E0>
Cc1cc(Cl)c(C)c2c1OC(C(F)(F)F)C(C(=O)O)=C2,306.67,0.0,3.75,210.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F36D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6A50>
CCc1cc(OC(F)(F)F)cc2c1O[C@@H](C(F)(F)F)C(C(=O)O)=C2,356.22,0.0,3.94,860.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6AC0>
Cc1nc(C2CCCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,333.45,0.0,4.49,280.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F37B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6B30>
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc3ccccc3cn2)cc1,417.41,0.0,4.51,1200.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6BA0>
Cc1onc(-c2ccc(Cl)o2)c1-c1ccc(F)cc1,277.68,0.0,4.7,17200.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FF9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6C10>
CS(=O)(=O)c1ccc(-n2nc(CNC(=O)NC34CC5CC(CC(C5)C3)C4)cc2-c2ccccc2)cc1,504.66,1.0,4.71,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6C80>
NS(=O)(=O)c1ccc(-n2nc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2-c2ccccc2)cc1,501.49,1.0,4.85,2000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6CF0>
NS(=O)(=O)c1ccc(-n2nc(CCNC(=O)Nc3cccc(C(F)(F)F)c3)cc2-c2ccccc2)cc1,529.54,1.0,4.57,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F39E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6D60>
NS(=O)(=O)c1ccc(-n2nc(CCCNC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ccccc2)cc1,559.57,1.0,4.84,900.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6DD0>
COc1ccc2c(c1)c(Cc1nc(-c3ccc(Br)cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,551.89,2.0,7.78,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6E40>
CC(=O)OCO/N=[N+](\[O-])N(C)CCOC(=O)Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,614.56,2.0,2.55,3500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6EB0>
CC(=O)OCO/N=[N+](\[O-])N1CCC[C@H]1COC(=O)Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,639.61,2.0,3.84,900.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFCF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6F20>
CCCCCCC(Sc1nc(Cl)cc(Oc2ccc3ncccc3c2)n1)C(=O)O,431.95,1.0,5.99,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFD60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A6F90>
CCCCCCC(Sc1nc(Cl)cc(Nc2ccc3ncccc3c2)n1)C(=O)O,430.96,1.0,5.94,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A7040>
COc1cc(/C=N/Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)cc(OC)c1O,433.51,0.0,3.38,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A70B0>
Brc1ccc(OCCOc2nc3ccccc3s2)cc1,350.24,0.0,4.52,500.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A7120>
O=C/C=C/c1ccccc1,132.16,0.0,1.9,245000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A7190>
C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H]3O[C@@H]3/C=C(/C(=O)OC)[C@H](O)[C@@H](OC(=O)[C@]3(C)O[C@@H]3C)[C@@H]12,420.41,0.0,0.36,1100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E94FFF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A7200>
O=C(O)[C@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,494.36,2.0,-0.74,8000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9500040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A7270>
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1cccc(OCc2ccccc2)c1,400.45,1.0,6.21,286100.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95000B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A72E0>
COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Br)cc1,436.28,0.0,3.28,20000.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F3F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9500120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A7350>
COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCCC3)cc1,352.87,1.0,5.47,1560.0,<rdkit.Chem.rdchem.Mol object at 0x000001C9709F1040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E9500190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C9E95A73C0>
