,Smiles,Molecular Weight,#RO5 Violations,AlogP,Standard Value
4609,[2H]C([2H])([2H])C([2H])([2H])c1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,361.25,0.0,3.94,61.0
4610,O=C(Oc1ccccc1)N(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1C(F)(F)F,470.86,1.0,5.26,83920.89522576012
4611,[2H]C([2H])([2H])c1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,295.66,0.0,3.44,63.0
4612,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.55,0.0,3.62,83920.85846378126
4613,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.69,1.0,6.45,83920.89541497773
4614,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,233.24,0.0,-0.79,83920.84506815542
4615,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,356.42,0.0,4.37,8800.0
4616,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,217.29,0.0,0.63,83920.84172373201
4617,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.52,1.0,6.0,83920.87429863286
4618,O=C(/C=C/C1=Cc2c(ccc3ccccc23)OC1)c1ccc(C(F)(F)F)cc1,380.37,1.0,6.07,330.0
4619,O=C(/C=C/C1=Cc2c(ccc3ccccc23)OC1)c1ccc([N+](=O)[O-])cc1,357.37,0.0,4.96,250.0
4620,CCc1ccc(C(=O)/C=C/C2=Cc3c(ccc4ccccc34)OC2)cc1,340.42,1.0,5.62,430.0
4621,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.24,1.0,5.18,83920.8605309501
4622,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,254.25,0.0,-2.21,83920.84947897951
4623,CC(=O)Oc1ccccc1C(=O)O,180.16,0.0,1.31,2400.0
4624,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,530.66,1.0,3.01,83920.90780165017
4625,NN,32.05,0.0,-1.18,83920.80266245334
4626,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,231.26,0.0,3.25,83920.84469939636
4627,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,654.61,1.0,3.19,83920.93392641339
4628,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,319.41,0.0,2.92,83920.86327314348
4629,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccc([N+](=O)[O-])cc2)C1,367.41,0.0,4.65,100000.0
4630,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,407.5,0.0,3.7,100000.0
4631,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccc(Cl)cc2Cl)C1,391.3,1.0,6.05,100000.0
4632,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2cccc(Br)c2)C1,401.3,1.0,5.5,100000.0
4633,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.4,0.0,1.98,83920.87506180738
4634,O=C(O)CNCP(=O)(O)O,169.07,0.0,-1.2,83920.8315393313
4635,CCCCCCCCCc1ccc(O)cc1,220.36,0.0,4.69,83920.84241950633
4636,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,504.64,2.0,-0.02,83920.9022877619
4637,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.31,0.0,0.19,83920.85457848
4638,O=CC1=Cc2cc(S(F)(F)(F)(F)F)ccc2OC1C(F)(F)F,354.22,1.0,5.25,10000.0
4639,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,424.99,0.0,0.39,83920.88549385637
4640,COc1cc(C2CC(c3ccc(Nc4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)=NN2C(C)=O)cc(OC)c1OC,618.7,2.0,3.01,2860.0
4641,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,1059.25,2.6411375175730387,8.24008251709977,50000.0
4642,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,1390.73,3.780546327171199,10.441100887814503,83921.0891690098
4643,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,751.01,2.0,6.19,83920.95428510885
4644,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,270.24,0.0,2.58,83920.85290642695
4645,COc1cc2occc2c(OC)c1-c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,493.52,0.0,4.76,460.0
4646,COc1cc2occc2c(OC)c1-c1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,475.53,0.0,4.62,35000.0
4647,CC(C)(C)c1ccc(Nc2cccc(C(=O)O)c2)cc1,269.34,0.0,4.43,100000.0
4648,COc1ccc([N+](=O)[O-])c(Nc2ccccc2C(=O)O)c1,288.26,0.0,3.05,100000.0
4649,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.37,0.0,2.11,83920.89465690037
4650,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,414.41,0.0,2.41,83920.88328837362
4651,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,543.53,3.0,0.0,83920.91049036504
4652,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(F)cc2)cc1,421.5,0.0,4.0,15320.0
4653,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,287.25,0.0,2.91,60000000.0
4654,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,206.28,0.0,3.07,730.0
4655,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)cc1,381.88,1.0,5.56,0.3597
4656,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)cc1,382.87,0.0,4.8,0.14
4657,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1,364.81,0.0,2.86,10000.0
4658,CC/C=C/C/C=C/C/C=C/C/C=C/CC/C=C/COCC(=O)O,318.46,1.0,5.23,180000.0
4659,COC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)OCc1ccccc1,685.78,1.0,2.04,5000.0
4660,COC(=O)c1cc(/C=C/c2cc(O)cc(O)c2)ccc1O,286.28,0.0,2.76,1000.0
4661,O=C(O)CCCc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccccc2)o1,376.24,1.0,5.72,420.0
4662,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,456.71,1.0,7.23,295000.0
4663,COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@]8(C)[C@H]9CC=C%10[C@@H]%11CC(C)(C)CC[C@]%11(C(=O)O[C@@H]%11O[C@H](CO[C@@H]%12O[C@H](CO)[C@@H](O[C@@H]%13O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%13O)[C@H](O)[C@H]%12O)[C@@H](O)[C@H](O)[C@H]%11O)CC[C@@]%10(C)[C@]9(C)CC[C@H]8C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1O,2146.24,6.377230895562395,15.457116433479538,8500.0
4664,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44,0.0,-1.17,83920.88767746698
4665,CC(C(=O)Nc1c(C#N)cnn1-c1ccc(S(N)(=O)=O)cc1)N1CCOCC1,404.45,0.0,0.05,122.8
4666,O=S(=O)(Nc1ccncc1Nc1ccc(O)c(Br)c1)C(F)(F)F,412.19,0.0,3.55,100000.0
4667,Cc1cc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)ccc1Br,410.21,0.0,4.16,300.0
4668,CC(C)[C@@H]1CC[C@]2(C)[C@@H]3C(C=C4[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]42C)OC(=O)CC[C@]31C,440.71,1.0,7.96,650000.0
4669,COOC[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@@H]4CCc5cc(O)c(O)cc5[C@]4(C)CC[C@@]3(C)C2C1,456.67,1.0,6.91,430000.0
4670,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2cccc(F)c2)cc1,430.46,0.0,1.8,230.0
4671,O=Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,272.18,0.0,2.29,730.0
4672,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1F,373.43,1.0,5.02,4230.0
4673,COc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,308.64,0.0,3.14,240.0
4674,Cc1ncccc1Nc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,370.46,0.0,4.59,1960.0
4675,Cn1c(=O)c2c(ncn2C)n(C)c1=O,194.19,0.0,-1.03,83920.83683544141
4676,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)noc2Cl)cc1,351.79,0.0,4.2,351.0
4677,CS(=O)(=O)c1ccc(C2NN=C(c3ccc([N+](=O)[O-])cc3)O2)cc1,347.35,0.0,1.98,480.0
4678,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)noc2C=O)cc1,345.35,0.0,3.36,13777.0
4679,CS(=O)(=O)c1ccc(-c2conc2-c2ccc(F)cc2)cc1,317.34,0.0,3.55,57.0
4680,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,368.52,1.0,5.11,83920.8736556889
4681,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,454.97,0.0,3.89,83920.8918542166
4682,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCC3)cc1,407.42,0.0,3.69,30.9
4683,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,348.36,0.0,2.08,83920.86936429834
4684,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1cccc(Br)c1,434.34,1.0,5.65,40000.0
4685,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1cccc2cccnc12,406.49,1.0,5.43,40000.0
4686,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,303.14,0.0,3.61,83920.85985251101
4687,CCc1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,310.42,1.0,5.55,5000.0
4688,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1ccccc1,456.55,1.0,7.01,1880.0
4689,CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,360.41,0.0,1.1,40.0
4690,CC12CCC(CC1)C(C)(C)O2,154.25,0.0,2.74,83920.82846332667
4691,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,325.46,0.0,2.29,83920.86454062024
4692,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,324.34,0.0,-0.8,83920.86426746217
4693,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.36,0.0,2.41,83920.8579877019
4694,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.29,0.0,2.19,820.0
4695,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.91,1.0,6.61,644.3
4696,COc1ccc2nc(O)c(/C=N/n3c(=S)[nH]nc(Cc4ccccc4)c3=O)cc2c1,419.47,0.0,3.04,68.0
4697,O=C(O)CCCC[C@@H]1CCSS1,206.33,0.0,2.79,0.0
4698,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.75,0.0,-0.35,83920.8586689953
4699,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,335.88,0.0,3.78,83920.86675454464
4700,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(Cl)cc2)cc1,593.04,2.0,7.1,2120.0
4701,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.1,0.0,-1.22,83920.87053437044
4702,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,433.89,1.0,5.45,400.0
4703,O=c1c(Cc2cccs2)n[nH]c(=S)n1/N=C/c1cc2ccccc2nc1O,395.47,0.0,3.09,79.0
4704,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Br)cc2)n(-c2ccccc2)n1,623.46,2.0,6.9,2120.0
4705,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccc(Cl)cc2)n1,647.9,2.0,8.1,8580.0
4706,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCN(C)CC2)cc1,422.53,0.0,3.67,5780.0
4707,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2C)cc1,421.54,1.0,5.3,6690.0
4708,S=c1nc(-c2ccc(Cl)cc2)cc(-c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)[nH]1,547.08,2.0,8.56,1100.0
4709,CS(=O)(=O)c1ccc([C@H]2COC(=O)[C@@H]2c2ccccc2)cc1,316.38,0.0,2.51,30000.0
4710,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,276.38,0.0,3.48,83920.85421124953
4711,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,257.26,0.0,0.81,83920.85014961635
4712,CCCc1cc(=O)[nH]c(=S)[nH]1,170.24,0.0,1.38,83920.83181690084
4713,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],384.45,1.0,6.46,83920.8770291703
4714,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,380.39,0.0,4.27,158.49
4715,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,451.48,0.0,1.72,83920.89109262935
4716,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.24,0.0,-0.2,83920.85224078047
4717,N#Cc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,374.37,0.0,3.0,29700.0
4718,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,586.2,2.0,8.95,83920.91958436997
4719,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,392.38,0.0,4.09,80.0
4720,Cc1csc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)n1,388.4,0.0,2.97,110.0
4721,CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,326.42,0.0,3.61,2.8
4722,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.44,0.0,3.68,83920.87593366214
4723,CCOC(=O)CSc1nnc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)n1,429.52,0.0,3.26,10100.0
4724,CCOC(=O)CSc1nnc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1,463.97,0.0,3.92,10100.0
4725,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,438.52,0.0,2.57,83920.88837150497
4726,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,270.34,0.0,1.23,83920.85291128598
4727,CC(Cl)(Cl)Cl,133.41,0.0,2.38,83920.82406694908
4728,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.53,0.0,2.44,83920.88542153529
4729,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,397.38,0.0,3.27,50.0
4730,Cc1nn(C(=O)c2ccc(F)cc2)c2c1nnc1cc(Cl)c(F)cc12,358.74,0.0,3.91,83920.87157387675
4731,CC1=CCCC2C1(C)CCC(C)C2(C)CC/C(=C\C(=O)O)CO,320.47,0.0,4.57,12.7
4732,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)c3cccc4ccn2c43)cc1,385.49,1.0,5.58,20.0
4733,CC(C)CC(=O)NC[C@H]1CC[C@H](NC(=O)c2nc3ccccc3cc2O)[C@H](O)O1,401.46,0.0,1.7,1400.0
4734,CS(=O)(=O)c1ccc(-n2nc(-c3ccc(O)cc3)cc2-c2ccc(C(F)(F)F)cc2)cc1,458.46,1.0,5.33,970.0
4735,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,253.28,0.0,1.37,83920.84931755357
4736,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,822.95,3.0,4.34,83920.96943057416
4737,Clc1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccccc3)o2)cc1,398.85,1.0,5.91,38000.0
4738,CSc1ccc(C2=C(c3ccc(O)cc3)C(=O)NC2=O)cc1,311.36,0.0,2.68,21010.0
4739,COc1ccc(-n2nc(C(=O)NN)nc2-c2cc(OC)c(OC)c(OC)c2)cc1,399.41,0.0,1.57,46300.0
4740,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc(O)c1O,454.52,1.0,5.46,10600.0
4741,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c3ccccc32)cc1,586.63,1.0,2.78,99.0
4742,CC1=NNC(=O)/C1=N/Nc1cccc(-c2nc3ccccc3s2)c1,335.39,0.0,3.24,100.0
4743,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,371.87,0.0,2.36,83920.87432242047
4744,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.29,0.0,1.35,83920.84615815408
4745,COc1cc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc(OC)c1OC,510.57,1.0,4.17,5940.0
4746,CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc(Cl)cc3)C2)cc1,490.01,0.0,3.75,2670.0
4747,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,436.27,1.0,5.49,83920.88793864168
4748,O=C1CCC(/C=C/c2cccnc2)=NN1,201.23,0.0,1.36,19.32
4749,CCOC(=O)Cc1cc(-c2ccc(S(N)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,416.47,0.0,3.34,1070.0
4750,COC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](C)N,442.47,0.0,-3.65,2000.0
4751,COc1c(C)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C,424.44,0.0,4.59,720.0
4752,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25,0.0,-0.13,83920.84002016397
4753,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,383.52,0.0,2.86,83920.87678367694
4754,Cc1c(C(=O)NN)nnn1-c1ccc(S(N)(=O)=O)cc1,296.31,0.0,-1.17,2920.0
4755,O=C(c1nn(Cc2ccc(F)cc2)c2ccccc12)N1CCN(c2ncccn2)CC1,416.46,0.0,2.98,135.59
4756,Cc1c2c(c(C)n1-c1ccccc1)C(=O)N(CN1CCN(S(C)(=O)=O)CC1)C2=O,416.5,0.0,1.22,43800.0
4757,Cc1ccc(-c2cn(Cc3ccc(S(N)(=O)=O)cc3)nn2)cc1,328.4,0.0,1.95,1200.0
4758,NS(=O)(=O)c1ccc(Cn2cc(-c3ccc(F)cc3)nn2)cc1,332.36,0.0,1.78,1500.0
4759,CCOC(=O)C1=Nc2c(/N=N/c3ccc(O)cc3)c(N)nn2C1=O,328.29,0.0,1.88,79320.0
4760,Cc1cc(=O)n2nc(N)c(/N=N/c3ccc(O)cc3)c2[nH]1,284.28,0.0,2.03,5680.0
4761,COc1c(O)cc2c3c1COc1cc(O)cc(c1-3)CC2,270.28,0.0,2.76,12000.0
4762,COc1ccc(/C=C/C(=O)c2nn(-c3ccc(F)cc3)c(C)c2C(=O)/C=C/c2ccc(OC)cc2)cc1,496.54,1.0,6.13,320.0
4763,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@H](C(=O)NCC(=O)O)c3c[nH]c4ccccc34)c3ccccc32)cc1,572.6,1.0,2.91,540.0
4764,CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,460.43,1.0,5.22,10000.0
4765,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCCN3CCOCC3)cc2-c2ccc(F)cc2)cc1,488.54,0.0,2.2,3570.0
4766,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,367.35,0.0,3.21,32.0
4767,COc1ccc(-c2nc(NCC(=O)N3CCCCC3)sc2-c2ccc(OC)cc2)cc1,437.57,0.0,4.92,16120.0
4768,Cc1c(C(=O)NC2CCCN(Cc3ccccc3)C2)nc2ccc(Cl)cc2c1O,409.92,0.0,4.3,3540.0
4769,Cc1c(C(=O)NCCc2ccc(N3CCCC3)cc2)nc2ccc(Cl)cc2c1O,409.92,0.0,4.47,1690.0
4770,CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2C(F)(F)F)c1,437.46,1.0,6.23,200.0
4771,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NCC3CCCCC3)c2)c(F)c1,399.46,1.0,5.35,100000.0
4772,CC1N(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,337.38,0.0,1.95,115200.0
4773,O=C(O)CSc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1,410.5,0.0,3.9,10.0
4774,CCCCCCCC(=O)c1c(O)c(-c2ccc(O)cc2)c[nH]c1=O,329.4,0.0,4.0,10000.0
4775,Cc1cc(-c2ccc(Br)cc2)nn1S(=O)(=O)Oc1ccccc1,393.26,0.0,3.79,200.0
4776,Cc1ccc(C(=O)c2conc2C(=O)c2cnn(-c3ccccc3)c2C)cc1,371.4,0.0,3.94,1120.0
4777,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,373.95,0.0,4.58,83920.87478744924
4778,COC(=O)COc1ccc(/C=C/c2ccc(Cl)cc2)cc1,302.76,0.0,4.06,7522.0
4779,CS(=O)(=O)c1ccc2c(c1)c1c(n2Cc2ccc(Cl)cc2)CCCC1=O,387.89,0.0,4.27,580.0
4780,CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1=O,401.87,0.0,3.91,230.0
4781,Cc1ccc(Nc2c(F)cccc2Cl)c(Cc2nnn[nH]2)c1,317.75,0.0,3.64,14.0
4782,CCOC(=O)[C@H](OCc1cnnn1[C@@H](Cc1ccc(O)cc1)C(=O)OC)[C@@H](OCc1cnnn1[C@@H](Cc1ccc(O)cc1)C(=O)OC)C(=O)OCC,724.72,2.0,1.79,700.0
4783,COc1cc(-c2cc(C(=O)CCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccccc2)cc(OC)c1OC,540.57,2.0,5.71,230.0
4784,CSc1ccc(C2=C(c3ccc(NC(C)=O)cc3)C(=O)OC2=O)cc1,353.4,0.0,3.36,20110.0
4785,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,456.71,1.0,7.09,40000.0
4786,CS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,299.36,0.0,2.34,150.0
4787,CCCCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,387.43,0.0,4.17,728.6
4788,CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,371.43,0.0,4.2,1610.0
