,Smiles,Molecular Weight,#RO5 Violations,AlogP,Standard Value
1653,COc1ccc(Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,386.48,1.0,5.79,83920.87744894708
1654,C=CCn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,424.42,0.0,4.96,75.0
1655,Clc1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)o2)cc1,318.16,0.0,4.79,59.0
1656,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCC(CO[N+](=O)[O-])O[N+](=O)[O-])c(F)c2)cc1,530.87,2.0,2.9,76000.0
1657,Clc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,342.81,0.0,4.35,1900.0
1658,COc1ccccc1OCC(O)CO,198.22,0.0,0.43,83920.83770230581
1659,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1Cl,349.81,0.0,4.34,100000.0
1660,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCCO[N+](=O)[O-])c(F)c2)cc1,469.88,0.0,3.71,14000.0
1661,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCCO)c(F)c2)cc1,424.88,0.0,3.5,100000.0
1662,CS(=O)(=O)c1ccc(C2=C(c3cccnc3)C(=O)CC2)cc1,313.38,0.0,2.76,170.0
1663,CCOC(=O)CNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,381.26,0.0,4.34,4000.0
1664,CS(=O)(=O)c1ccc(-c2nn3cccnc3c2-c2ccc(F)cc2)cc1,367.41,0.0,3.61,4201.0
1665,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,476.96,0.0,4.69,440.0
1666,CCOC(OCC)c1ccc(/C=C/C(=O)/C=C/c2ccc(C(OCC)OCC)cc2)cc1,438.56,1.0,6.13,31450.0
1667,CCOC(OCC)c1ccc(/C=C2\CCc3ccccc3C2=O)cc1,336.43,0.0,4.97,100000.0
1668,COc1ccc2c(c1)c(CC(=O)Nc1cccnc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,468.34,1.0,5.53,50.0
1669,COc1ccc2cc([C@H](C)C(=O)NCCc3c[nH]c4ccc(O)cc34)ccc2c1,388.47,0.0,4.5,18000.0
1670,CCCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(N)(=O)=O)cn2)cc1CO,425.51,0.0,1.61,230.0
1671,CS(=O)(=O)c1ccc(N2CCN=C2c2ccc(F)cc2)cc1,318.37,0.0,2.5,10000.0
1672,CC1CN(c2ccc(S(C)(=O)=O)cc2)C(c2ccc(F)cc2)=N1,332.4,0.0,2.88,10000.0
1673,CCOC(=O)Cc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2cccc(F)c2)c1C,415.49,0.0,4.1,2100.0
1674,CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccccc3)C2)cc1,455.56,0.0,3.09,1620.0
1675,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)c(F)c3)CCC2)cc1,384.39,1.0,5.34,758.58
1676,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,377.85,0.0,3.53,4300.0
1677,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc3c(c2)CCO3)cc1,374.85,0.0,3.53,9.0
1678,CC(=O)Oc1ccccc1SCCCCCBr,317.25,0.0,4.27,9500.0
1679,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc(Br)cs2)cc1,451.29,0.0,4.79,25.7
1680,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1,327.38,0.0,3.81,61.66
1681,CSc1ccccc1OC(=O)C(F)(F)F,236.21,0.0,2.88,260000.0
1682,Cc1nc(Cl)c(-c2ccc(F)cc2)n1-c1ccc(S(C)(=O)=O)cc1,364.83,0.0,4.04,10000.0
1683,CS(=O)(=O)c1ccc(-c2ccsc2-c2ccccc2)cc1,314.43,0.0,4.49,4000.0
1684,CC(Oc1cc(=O)oc2ccccc12)C(=O)NCc1ccccc1,323.35,0.0,2.88,13190.0
1685,CC(Oc1cc(=O)oc2ccccc12)C(=O)NC12CC3CC(C)(CC(C)(C3)C1)C2,395.5,0.0,4.43,8430.0
1686,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)cc2)c(=O)c2ccccc12,375.42,0.0,3.08,90.0
1687,CC(=O)NCCc1ccc2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](NC(C)=O)O2,386.4,0.0,1.75,3600.0
1688,CCOC(=O)C1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccccc1O,379.37,0.0,1.16,83920.87588863955
1689,O=C(O)Cc1ccn(C(F)F)c(=O)c1,203.14,0.0,0.87,12900.0
1690,C1=C(c2ccc3c(c2)OCO3)Cc2ccccc21,236.27,0.0,3.51,100000.0
1691,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)[nH]c3ccccc23)cc1C,376.48,0.0,4.77,1.459
1692,CC(=O)Oc1ccccc1SCCCCC#N,249.33,0.0,3.4,50000.0
1693,O=C(O)Cc1ccc(=O)n(C(F)F)c1,203.14,0.0,0.87,1300.0
1694,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(Cl)cn2)cc1,467.93,0.0,4.2,260.0
1695,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cc1)SC2,458.46,0.0,4.72,75.0
1696,CO/N=[N+](/[O-])c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,441.39,0.0,3.36,3900.0
1697,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,650.78,1.0,3.28,83920.93312031768
1698,O=C(O)CC(O)(CC(=O)O)C(=O)O,192.12,0.0,-1.25,83920.83639654398
1699,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCCS3)cc1,439.48,0.0,4.24,229.09
1700,CCN(CC)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,403.94,0.0,4.44,80.0
1701,COc1cc(CCc2ccccc2O)cc(OC)c1,258.32,0.0,3.19,83920.8504016009
1702,COc1cc(CCc2ccccc2O)cc(O)c1C,258.32,0.0,3.2,83920.850401721
1703,COc1c(O)c(C)c(OC)c2c1CCc1c(O)cccc1O2,302.33,0.0,3.31,6900.0
1704,CC(=O)N[C@H]1Oc2cc(CCO)ccc2O[C@@H]1c1ccc(O)c(O)c1,345.35,0.0,1.61,1300.0
1705,Nc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,280.25,0.0,3.54,100000.0
1706,Nc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)nc1,281.24,0.0,2.93,210000.0
1707,COc1ccc(-c2noc(CC(=O)NCCCCCCNC(=O)Cc3onc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)cc1,758.87,2.0,7.94,50000.0
1708,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCO3)cc1,389.38,0.0,3.67,3.981
1709,CS(=O)(=O)c1ccc(NNC(=O)c2ccccc2)cc1,290.34,0.0,1.85,10000.0
1710,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.8,0.0,2.0,83920.85912926309
1711,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Cl)cc1Cl)C(=O)CC2,402.32,0.0,4.65,10.0
1712,COS(C)(=O)=O,110.13,0.0,-0.41,83920.8191271498
1713,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,288.44,0.0,3.9,83920.85675795304
1714,Brc1ccc(OCCOc2nc3ccccc3s2)c(Br)c1,429.13,1.0,5.28,360.0
1715,COC(=O)CC1N(C(=O)Nc2nc3ccccc3s2)C(=O)c2ccccc2S1(=O)=O,445.48,0.0,2.65,167300.0
1716,COC(=O)CC1N(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,389.39,0.0,1.43,217100.0
1717,COc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,430.84,0.0,4.62,250.0
1718,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)C1O,328.43,0.0,3.4,530.0
1719,CS(=O)(=O)c1ccc(-n2cncc2-c2ccc(F)cc2)cc1,316.36,0.0,3.08,10000.0
1720,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3Cl)C2)cc1C,383.9,0.0,4.74,7200.0
1721,CC(C(=O)NCCO)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,316.79,0.0,3.19,100000.0
1722,CC(C)(C)c1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,389.54,0.0,4.64,10000.0
1723,CCc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,370.48,0.0,2.9,13.0
1724,COC(=O)c1c(-c2ccc(Cl)o2)noc1-c1ccccc1,303.7,0.0,4.04,100000.0
1725,COC(=O)c1onc(-c2ccc(Cl)o2)c1-c1ccccc1,303.7,0.0,4.04,100000.0
1726,Cc1ccc(/N=C/c2cn(C(=O)c3ccccc3)c3ccccc23)cc1,338.41,1.0,5.39,12400.0
1727,COc1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1,338.37,0.0,2.53,880.0
1728,O=C(NS(=O)(=O)c1ccccc1)c1cncc(C(=O)NS(=O)(=O)c2ccccc2)c1,445.48,0.0,1.32,7900.0
1729,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1,514.37,1.0,2.63,3400.0
1730,COc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,324.34,0.0,2.74,128.0
1731,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(C(F)(F)F)cc1,376.34,0.0,3.54,2990.0
1732,CC(=O)c1c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c1O,304.39,0.0,4.24,400.0
1733,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c1,481.46,0.0,1.6,5600.0
1734,CC(C)(Cl)CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,322.88,1.0,5.24,100.0
1735,Cc1ccncc1-c1ncc(Cl)cc1-c1ccc(S(C)(=O)=O)cc1,358.85,0.0,4.18,830.0
1736,CC1(O)OC(=O)C(c2cc3ccccc3s2)=C1c1ccc(S(C)(=O)=O)cc1,400.48,0.0,3.48,650.0
1737,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc([S@@+](C)[O-])cc2)o1,376.38,0.0,4.42,2100.0
1738,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)ssc2=S)cc1,364.54,1.0,5.28,50000.0
1739,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCO)c(F)c2)cc1,411.84,0.0,2.35,20000.0
1740,COc1ccc2c(c1)c(CC(=O)NN1CCC[C@@H]1CO)c(C)n2C(=O)c1ccc(Cl)cc1,455.94,0.0,3.33,1700.0
1741,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(Cl)cc2)cc1,350.78,0.0,2.4,1199.5
1742,Cc1ccc2[nH]cc(CCNC(=O)c3ccccc3O)c2c1,294.35,0.0,3.15,40000.0
1743,COc1ccc2ccn(C)c2c1C(=O)OCC(F)(F)F,287.24,0.0,2.91,380000.0
1744,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2ccccc2c1,404.41,0.0,4.89,173600.0
1745,CCOC(OCC)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1,378.47,0.0,4.79,13320.0
1746,Cc1ccc(S(=O)(=O)N2N=C(C(F)(F)F)CC2c2cccc3ccccc23)cc1,418.44,1.0,5.2,89070.0
1747,Cc1ccc2[nH]c(-c3ccc(S(N)(=O)=O)cc3)c(-c3ccccc3)c2c1,362.45,0.0,4.46,0.02
1748,CS(=O)(=O)Nc1ccncc1Oc1ccccc1Cl,298.75,0.0,2.9,130.0
1749,O=S(=O)(Nc1ccncc1Oc1cccc(Cl)c1)C(F)(F)F,352.72,0.0,3.79,100000.0
1750,O=S(=O)(Nc1ccncc1Oc1cc(Cl)cc(Cl)c1)C(F)(F)F,387.17,0.0,4.44,100000.0
1751,O=S(=O)(Nc1ccncc1[S+]([O-])c1ccccc1)C(F)(F)F,350.34,0.0,2.51,100000.0
1752,COc1ccc(Oc2cnccc2NS(=O)(=O)C(F)(F)F)cc1,348.3,0.0,3.14,440.0
1753,COc1ccc(Oc2cnccc2NS(C)(=O)=O)cc1,294.33,0.0,2.25,2360.0
1754,COc1cccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)c1,450.52,0.0,4.15,4710.0
1755,O=C(O)/C=C/C12C=C(O)C(=O)C=C1C(=O)C1=Cc3cc(O)c(O)cc3O[C@@H](c3ccc(O)c(O)c3)[C@@H]12,490.42,1.0,2.8,9800.0
1756,COc1cc(OC)c(-c2noc(C)c2-c2ccccc2)c(OC)c1,325.36,0.0,4.34,100000.0
1757,Cc1cc2c(c(C)c1Br)C=C(C(=O)O)C(C(F)(F)F)O2,351.12,0.0,3.86,190.0
1758,COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,485.59,0.0,3.1,2110.0
1759,C[C@@]1(CO)C=Cc2cc(O)ccc2O1,192.21,0.0,1.55,630.0
1760,CO[C@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@H]1O,334.32,0.0,1.22,9700.0
1761,Nc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1,280.25,0.0,3.54,100000.0
1762,Nc1ccc(NC(=O)c2ccccc2C(F)(F)F)cc1,280.25,0.0,3.54,100000.0
1763,Nc1ccccc1C(=O)Nc1ccccc1C(F)(F)F,280.25,0.0,3.54,100000.0
1764,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NCc3ccccc3)c2)c(F)c1,393.41,0.0,4.97,100000.0
1765,CCCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,401.48,1.0,5.74,320.0
1766,CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)CO)cc2F)c1,373.47,1.0,5.26,100000.0
1767,CCCCCCNC(=O)Oc1cccc(-c2ccc(C)cc2F)c1,329.42,1.0,5.47,100000.0
1768,Oc1ccc(-c2cn(-c3ccc(O)cc3)c(-c3ccc(O)cc3)n2)cc1,344.37,0.0,4.32,83920.86855030806
1769,CC1([O-])OC(=O)C(c2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1.[Na+],400.82,0.0,2.92,1700.0
1770,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccnc(Cl)c2)cc1,402.79,0.0,3.25,730.0
1771,CC(Sc1nc2ccccc2c(=O)n1N)C(=O)O,265.29,0.0,0.68,5800.0
1772,Cc1cc(=O)c(Oc2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,356.4,0.0,3.81,1000.0
1773,NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc([N+](=O)[O-])cc2)cc1,346.33,0.0,0.88,100000.0
1774,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,471.55,1.0,-0.73,83920.89529922702
1775,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1CCNS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1,848.99,2.0,9.39,3900.0
1776,CN(C)c1cccc2c(S(=O)(=O)NCCNS(=O)(=O)c3ccc(C4=C(c5ccc(Cl)cc5)C(=O)OC4)cc3)cccc12,626.16,1.0,4.28,7200.0
1777,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1,409.48,0.0,3.75,1880.0
1778,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,349.82,0.0,1.52,83920.8696652683
1779,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,246.1,0.0,1.55,83920.8478065227
1780,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],398.3,0.0,1.06,83920.87987695701
1781,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,422.49,0.0,2.44,83920.88499160302
1782,COc1ccc(NC(=S)NNC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,394.48,0.0,2.12,7150.0
1783,CCNC(=S)NNC(=O)Nc1ccc(S(C)(=O)=O)cc1,316.41,0.0,0.61,83920.8626131426
1784,CC(C)=CCc1c(O)ccc2cc(-c3cc(O)cc(O)c3)oc12,310.35,0.0,4.73,31800.0
1785,C/C(=C/Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O)COC(=O)/C=C/c1ccc(O)cc1,486.52,1.0,5.15,38400.0
1786,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(Br)c1.[Na+],347.18,0.0,3.55,23000.0
1787,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(-c2ccccc2)c1.[Na+],344.39,0.0,4.45,290000.0
1788,Cc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+],358.41,0.0,4.76,540000.0
1789,CSc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+],390.48,1.0,5.18,150000.0
1790,NS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2ccco2)cc1,335.34,0.0,1.32,3560.0
1791,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,637.85,2.0,8.98,100000.0
1792,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)C(=O)O,526.59,1.0,1.37,500.0
1793,COC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,435.52,0.0,1.76,56000.0
1794,COc1c(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,453.4,0.0,3.67,7000.0
1795,CCOc1cc(C)nn1C(=O)CNc1ncnc2c1c(C)nn2-c1ccccc1,391.44,0.0,2.78,160.0
1796,Cc1c(-c2ccccc2)n(C(=O)c2ccccc2)c2ccc(S(C)(=O)=O)cc12,389.48,0.0,4.71,7980.0
1797,Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@H]3[C@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@@H]23)cc1,454.48,2.0,5.08,80000.0
1798,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1C,428.36,0.0,4.85,1800.0
1799,Cc1ccccc1C1CC(c2ccc(Cl)c(Cl)c2)=NN1C1=NC(=O)CS1,404.32,1.0,5.08,16300.0
1800,Cc1ccc(-c2cn[se]c2-c2ccc(Cl)cc2)cc1,332.69,0.1437464415737073,3.4158312718294788,0.0
1801,O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(-c3ccc(Cl)cc3)nn2)cc1,428.93,0.0,3.99,190.0
1802,O=C1NC(=O)/C(=C/c2ccc(OCc3cn(-c4ccccc4)nn3)cc2)S1,378.41,0.0,3.17,380.0
1803,CC(C)Cc1ccc(C([11CH3])C(=O)O)cc1,205.29,0.0,3.07,7200.0
1804,COc1ccc(-n2nc(OCC(F)(F)F)nc2-c2ccc(O[11CH3])cc2)cc1,378.34,0.0,3.89,1000.0
1805,Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)Nc3ccc([18F])cc3)cc2)cc1,474.47,1.0,5.81,360.0
1806,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c([18F])c2-c2ccccc2)cc1,384.34,0.0,3.34,1.7
1807,O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccncc1,280.28,0.0,1.34,12100.0
1808,[11CH3]Oc1ccc(-c2cnc(Cl)n2-c2ccc(S(N)(=O)=O)cc2)cc1F,380.82,0.0,2.99,4.0
1809,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,416.95,0.0,4.61,83920.88385010767
1810,NS(=O)(=O)c1ccc(/N=C/c2ccccc2)cc1,260.32,0.0,2.08,2870.0
1811,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccn(C(F)F)c(=O)c2)cc1,433.36,0.0,3.52,1820.0
1812,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1Cl,389.89,1.0,5.54,40000.0
1813,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,785.97,2.0,2.44,83920.96160792325
1814,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,1499.65,4.154864855293363,11.164164283321263,50000.0
1815,COc1ccc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1O,1853.96,5.37261537827491,13.516490703607985,7900.0
1816,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,586.69,1.0,4.09,83920.91962300819
1817,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.31,0.0,1.77,83920.84574591187
1818,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,357.49,0.0,3.34,83920.87130359106
1819,COc1ccc2cc(CCC(C)=O)ccc2c1,228.29,0.0,3.37,83920.84407490696
1820,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,260.34,1.0,5.17,580.0
1821,Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1,346.75,0.0,3.52,6.77
1822,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,516.55,2.0,0.62,85000.0
1823,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O,394.45,1.0,-0.99,15.0
1824,OCCO,62.07,0.0,-1.03,83920.8089910037
1825,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,355.44,0.0,3.53,10.0
1826,C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O.[K+].[K+],803.0,2.0,1.67,83920.96518776561
1827,CS(=O)(=O)c1ccc(-c2cnc(Br)n2-c2ccc(F)cc2)cc1,395.25,0.0,3.84,48.0
1828,CSc1ccccc1OC(=O)CCl,216.69,0.0,2.55,360000.0
1829,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2F)cc1,443.95,1.0,6.34,10.0
1830,COc1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1,318.42,0.0,4.82,1240.0
1831,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,293.41,0.0,4.09,83920.85780766835
1832,CS(=O)(=O)c1ccc(-c2cnc(CO)n2-c2ccc(F)cc2)cc1,346.38,0.0,2.57,10000.0
1833,CC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,325.42,1.0,7.0,280.0
1834,CCCCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,381.52,1.0,8.56,110.0
1835,Oc1cc(O)cc(CCc2ccccc2)c1,214.26,0.0,2.88,46700.0
1836,Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccccc1)O2,270.28,0.0,3.11,83920.85292122331
1837,COc1cc2oc(C)cc(=O)c2c(O)c1OC,236.22,0.0,1.82,19700.0
1838,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)s2)cc1,452.28,0.0,4.03,12.0
1839,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3Cl)c2c1,412.27,1.0,5.98,100000.0
1840,Nc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,369.73,0.0,4.38,1820.0
1841,CSc1ccc(C2=C3c4cc(C)ccc4CCC3OC2=O)cc1,322.43,0.0,4.5,971.0
1842,CCS(=O)(=O)NO,125.15,0.0,-0.69,100000.0
1843,CS(=O)(=O)c1ccc(C2=C3c4ccccc4CCC3(O)OC2=O)cc1,356.4,0.0,2.19,83920.87106005863
1844,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CCSC)c(C)n2C(=O)c1ccc(Cl)cc1,475.01,0.0,4.07,250.0
1845,COC[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,428.92,0.0,3.99,240.0
